ID	temps	pos	U	temp.	couple
33	80.4	-4.35	11.6	33.0	0.8
34	80.4	1.8	11.7	35.0	-3.1
35	80.4	0.92	11.7	35.0	3.1
36	80.4	4.55	11.8	37.0	0.0
37	80.4	-21.32	12.1	37.0	0.8
41	80.4	-126.53	11.5	34.0	11.7
42	80.4	22.97	11.6	33.0	3.9
43	80.4	-11.03	11.5	33.0	2.3
44	80.4	17.87	11.6	33.0	0.8
51	80.4	-120.99	11.7	33.0	13.3
52	80.4	-11.54	11.4	33.0	-2.3
53	80.4	12.7	11.1	33.0	-1.6
54	80.4	19.63	11.2	33.0	1.6
Intensite	-0.64
33	81.1	-4.26	11.6	33.0	1.6
34	81.1	1.8	11.7	35.0	-3.1
35	81.1	0.92	11.7	35.0	3.1
36	81.1	4.55	11.8	37.0	0.0
37	81.1	-21.32	12.1	37.0	-0.0
41	81.1	-104.99	11.5	34.0	3.9
42	81.1	19.01	11.6	33.0	4.3
43	81.1	-7.87	11.5	33.0	-4.2
44	81.1	29.56	11.6	33.0	-2.1
51	81.1	-100.15	11.7	33.0	5.5
52	81.1	-10.48	11.4	33.0	-4.7
53	81.1	10.77	11.1	33.0	3.3
54	81.1	29.74	11.2	33.0	-2.6
Intensite	-0.64
33	81.81	-4.26	11.6	34.0	1.6
34	81.81	1.8	11.7	35.0	-3.1
35	81.81	0.92	11.7	35.0	3.1
36	81.81	4.55	11.8	37.0	0.0
37	81.81	-21.32	12.0	37.0	-0.0
41	81.81	-59.36	11.5	34.0	4.7
42	81.81	10.48	11.6	33.0	0.5
43	81.81	-0.13	11.5	33.0	-3.5
44	81.81	53.91	11.5	33.0	-1.2
51	81.81	-56.9	11.7	34.0	4.1
52	81.81	-7.85	11.4	33.0	-1.0
53	81.81	5.93	11.1	33.0	3.3
54	81.81	51.27	11.2	33.0	-0.4
Intensite	-0.48
33	94.39	-4.35	11.6	33.0	0.8
34	94.39	1.8	11.7	36.0	-3.1
35	94.39	0.92	11.7	35.0	3.1
36	94.39	4.55	11.8	37.0	0.0
37	94.39	-21.32	12.1	37.0	-0.0
41	94.39	1.65	11.5	34.0	-1.6
42	94.39	0.29	11.7	33.0	-0.8
43	94.39	10.51	11.5	33.0	-1.6
44	94.39	85.91	11.6	33.0	-0.8
51	94.39	2.0	11.7	34.0	-1.6
52	94.39	-4.95	11.4	33.0	0.8
53	94.39	-1.54	11.2	33.0	0.8
54	94.39	79.58	11.3	34.0	-0.0
Intensite	-0.71
33	95.09	-4.35	11.6	33.0	0.8
34	95.09	1.8	11.7	36.0	-3.1
35	95.09	0.92	11.7	35.0	3.1
36	95.09	4.55	11.8	37.0	0.0
37	95.09	-21.32	12.1	37.0	-0.0
41	95.09	-13.65	11.5	34.0	6.3
42	95.09	15.49	11.7	33.0	-9.4
43	95.09	8.31	11.5	33.0	2.5
44	95.09	86.88	11.6	33.0	-0.2
51	95.09	-12.51	11.7	34.0	6.2
52	95.09	-19.27	11.4	33.0	9.2
53	95.09	-1.45	11.2	33.0	1.6
54	95.09	81.43	11.3	34.0	0.4
Intensite	-0.79
33	95.8	-4.35	11.6	33.0	0.8
34	95.8	1.8	11.7	35.0	-3.1
35	95.8	0.92	11.7	35.0	3.1
36	95.8	4.55	11.8	37.0	0.0
37	95.8	-21.32	12.1	37.0	-0.0
41	95.8	-44.86	11.5	35.0	9.6
42	95.8	46.18	11.5	33.0	-13.3
43	95.8	3.12	11.4	33.0	1.9
44	95.8	88.73	11.6	33.0	-1.6
51	95.8	-41.6	11.7	34.0	10.9
52	95.8	-48.46	11.4	33.0	12.5
53	95.8	-1.54	11.1	33.0	0.8
54	95.8	85.12	11.2	34.0	-0.2
Intensite	-0.56
33	110.62	-4.26	11.6	33.0	1.6
34	110.62	1.8	11.7	35.0	-3.1
35	110.62	0.92	11.7	35.0	3.1
36	110.62	4.55	11.8	37.0	0.0
37	110.62	-21.32	12.1	37.0	-0.0
41	110.62	-89.69	11.5	35.0	0.8
42	110.62	92.42	11.7	33.0	1.6
43	110.62	-3.82	11.5	33.0	2.3
44	110.62	90.22	11.6	33.0	1.6
51	110.62	-85.47	11.7	34.0	2.3
52	110.62	-90.4	11.4	33.0	2.3
53	110.62	-1.54	11.1	33.0	0.8
54	110.62	90.22	11.2	34.0	2.3
Intensite	-0.64
33	111.33	-4.35	11.6	33.0	0.8
34	111.33	1.8	11.7	36.0	-3.1
35	111.33	0.92	11.7	35.0	3.1
36	111.33	4.55	11.8	37.0	0.0
37	111.33	-21.91	12.1	37.0	-0.0
41	111.33	-95.85	11.5	35.0	5.4
42	111.33	80.73	11.6	33.0	5.2
43	111.33	-4.88	11.4	33.0	4.7
44	111.33	78.0	11.6	35.0	5.3
51	111.33	-91.45	11.7	34.0	7.6
52	111.33	-77.21	11.4	33.0	-4.5
53	111.33	0.66	11.0	33.0	-3.3
54	111.33	78.35	11.1	34.0	7.5
Intensite	-0.79
33	112.03	-4.35	11.6	33.0	0.8
34	112.03	1.8	11.7	36.0	-3.1
35	112.03	0.92	11.7	35.0	3.1
36	112.03	4.55	11.8	37.0	0.0
37	112.03	-21.32	12.1	37.0	-0.0
41	112.03	-108.68	11.5	35.0	11.6
42	112.03	56.55	11.6	33.0	9.0
43	112.03	-7.34	11.4	33.0	2.5
44	112.03	52.33	11.6	35.0	4.5
51	112.03	-103.67	11.7	34.0	14.7
52	112.03	-49.6	11.4	33.0	-7.7
53	112.03	5.93	11.0	33.0	-4.1
54	112.03	53.12	11.1	34.0	5.3
Intensite	rate
33	155.34	-4.35	11.6	34.0	0.8
34	155.34	1.8	11.7	36.0	-3.1
35	155.34	0.92	11.7	36.0	3.1
36	155.34	4.55	11.8	37.0	0.0
37	155.34	-21.91	12.1	38.0	-0.0
41	155.34	-126.53	11.5	35.0	11.7
42	155.34	22.97	11.6	33.0	3.9
43	155.34	-11.03	11.5	34.0	2.3
44	155.34	17.87	11.6	33.0	0.8
51	155.34	-120.99	11.7	35.0	13.3
52	155.34	-11.54	11.4	34.0	-2.3
53	155.34	12.7	11.1	34.0	-1.6
54	155.34	19.54	11.2	34.0	0.8
Intensite	-0.64
33	156.04	-4.26	11.6	34.0	1.6
34	156.04	1.8	11.7	36.0	-3.1
35	156.04	0.92	11.7	36.0	3.1
36	156.04	4.55	11.8	37.0	0.0
37	156.04	-21.91	12.1	38.0	-0.0
41	156.04	-121.08	11.5	35.0	2.5
42	156.04	34.66	11.6	33.0	0.3
43	156.04	-10.33	11.5	34.0	-3.1
44	156.04	30.44	11.6	33.0	-1.5
51	156.04	-115.63	11.7	35.0	4.1
52	156.04	-25.16	11.4	34.0	0.7
53	156.04	10.42	11.1	34.0	1.1
54	156.04	31.58	11.2	34.0	-3.6
Intensite	-0.56
33	156.74	-4.35	11.6	34.0	0.8
34	156.74	1.8	11.7	36.0	-3.1
35	156.74	0.92	11.7	37.0	3.1
36	156.74	3.96	11.8	37.0	0.0
37	156.74	-21.91	12.1	38.0	-0.0
41	156.74	-108.24	11.5	35.0	3.1
42	156.74	58.75	11.6	34.0	0.3
43	156.74	-7.96	11.5	34.0	-3.1
44	156.74	56.2	11.6	33.0	-2.8
51	156.74	-103.32	11.7	35.0	2.5
52	156.74	-52.68	11.4	33.0	2.2
53	156.74	5.23	11.0	34.0	2.5
54	156.74	56.46	11.1	34.0	-3.5
Intensite	-0.56
33	269.19	-4.35	11.6	34.0	0.8
34	269.19	1.8	11.7	37.0	-3.1
35	269.19	0.92	11.7	36.0	3.1
36	269.19	4.55	11.8	38.0	0.8
37	269.19	-22.2	12.1	38.0	-0.0
41	269.19	-90.04	11.5	36.0	-2.3
42	269.19	92.51	11.7	34.0	2.3
43	269.19	-4.18	11.5	35.0	-0.8
44	269.19	90.31	11.6	34.0	2.3
51	269.19	-85.65	11.7	35.0	0.8
52	269.19	-90.48	11.4	34.0	2.3
53	269.19	-2.42	11.1	35.0	1.6
54	269.19	90.22	11.2	35.0	2.3
Intensite	-0.64
33	269.89	-4.35	11.6	34.0	0.8
34	269.89	1.8	11.7	34.0	-3.1
35	269.89	0.92	11.7	36.0	3.1
36	269.89	4.55	11.8	38.0	0.0
37	269.89	-22.2	12.1	38.0	-0.0
41	269.89	-74.13	11.5	36.0	-0.9
42	269.89	76.59	11.7	34.0	1.7
43	269.89	-1.89	11.5	35.0	-3.4
44	269.89	90.31	11.6	34.0	2.3
51	269.89	-70.79	11.7	35.0	-0.8
52	269.89	-76.07	11.4	34.0	-2.2
53	269.89	-2.42	11.1	35.0	1.6
54	269.89	88.73	11.2	35.0	6.5
Intensite	-0.56
33	270.59	-4.35	11.6	34.0	0.8
34	270.59	1.8	11.7	37.0	-3.1
35	270.59	0.92	11.7	36.0	3.1
36	270.59	4.55	11.8	38.0	0.0
37	270.59	-21.91	12.1	38.0	-0.0
41	270.59	-42.31	11.5	36.0	0.0
42	270.59	45.03	11.6	34.0	-0.8
43	270.59	3.3	11.4	34.0	-3.4
44	270.59	90.31	11.6	34.0	2.3
51	270.59	-40.81	11.7	36.0	0.8
52	270.59	-46.62	11.4	34.0	0.9
53	270.59	-2.42	11.1	35.0	1.6
54	270.59	84.77	11.2	34.0	4.1
Intensite	rate
33	285.71	-5.41	11.5	34.0	-8.6
34	285.71	0.13	11.6	37.0	-18.0
35	285.71	-1.54	11.6	37.0	-18.8
36	285.71	3.96	11.7	38.0	0.0
37	285.71	-21.91	12.0	38.0	-0.0
41	285.71	-1.78	11.3	36.0	-32.1
42	285.71	-2.44	11.3	34.0	-25.0
43	285.71	9.89	11.3	35.0	-7.0
44	285.71	88.73	11.4	34.0	-11.7
51	285.71	2.26	11.6	35.0	0.8
52	285.71	-4.95	11.3	34.0	0.8
53	285.71	-2.51	11.0	35.0	0.8
54	285.71	79.67	11.1	35.0	0.8
Intensite	-0.94
33	292.55	-5.41	11.5	32.0	-8.6
34	292.55	0.13	11.6	37.0	-18.0
35	292.55	-1.36	11.6	37.0	-17.2
36	292.55	3.96	11.7	38.0	0.0
37	292.55	-21.91	12.0	38.0	-0.0
41	292.55	-2.13	11.3	35.0	-35.2
42	292.55	-2.44	11.3	34.0	-25.0
43	292.55	9.89	11.2	35.0	-7.0
44	292.55	88.73	11.4	34.0	-11.7
51	292.55	2.26	11.6	36.0	0.8
52	292.55	-5.03	11.3	38.0	-0.0
53	292.55	-2.59	11.1	35.0	-0.0
54	292.55	79.67	11.2	35.0	0.8
Intensite	rate
33	308.78	-4.7	11.5	34.0	-2.3
34	308.78	-0.31	11.6	37.0	-21.1
35	308.78	-0.75	11.6	37.0	-11.7
36	308.78	3.96	11.7	38.0	0.0
37	308.78	-21.32	12.0	38.0	-0.0
41	308.78	-4.24	11.3	36.0	-54.0
42	308.78	-2.0	11.3	34.0	-21.1
43	308.78	11.56	11.3	35.0	7.8
44	308.78	88.37	11.4	34.0	-14.9
51	308.78	2.35	11.6	36.0	1.6
52	308.78	-4.95	11.3	35.0	0.8
53	308.78	-2.42	11.0	35.0	1.6
54	308.78	79.67	11.1	35.0	0.8
Intensite	-1.08
33	313.79	-4.53	11.5	35.0	-0.8
34	313.79	-0.31	11.6	37.0	-21.1
35	313.79	-0.66	11.6	37.0	-10.9
36	313.79	3.96	11.7	38.0	0.0
37	313.79	-21.32	12.0	38.0	-0.0
41	313.79	-4.24	11.3	37.0	-54.0
42	313.79	-2.0	11.3	34.0	-21.1
43	313.79	11.56	11.2	35.0	7.8
44	313.79	88.37	11.3	34.0	-14.9
51	313.79	2.35	11.6	36.0	1.6
52	313.79	-4.95	11.3	35.0	0.8
53	313.79	-2.51	11.0	35.0	0.8
54	313.79	79.67	11.1	35.0	0.8
Intensite	-0.48
33	7.66	0.84	11.6	35.0	0.0
34	7.66	2.51	11.7	38.0	-0.0
35	7.66	1.54	11.7	37.0	-0.0
36	7.66	3.96	11.8	38.0	0.0
37	7.66	-21.32	12.1	38.0	-0.0
41	7.66	-1.78	11.5	37.0	0.0
42	7.66	-1.74	11.6	35.0	-0.0
43	7.66	7.69	11.5	35.0	-0.0
44	7.66	91.54	11.6	35.0	0.0
51	7.66	-0.46	11.7	36.0	-0.0
52	7.66	-6.79	11.4	35.0	-0.0
53	7.66	1.54	11.0	35.0	-0.0
54	7.66	83.45	11.1	36.0	-0.0
Intensite	rate
33	19.61	0.92	11.6	35.0	0.0
34	19.61	2.51	11.7	38.0	-0.8
35	19.61	1.54	11.7	37.0	-0.0
36	19.61	3.96	11.8	38.0	0.0
37	19.61	-21.91	12.1	38.0	-0.0
41	19.61	-1.69	11.5	37.0	0.8
42	19.61	-1.74	11.6	35.0	-0.0
43	19.61	7.69	11.5	35.0	-0.0
44	19.61	90.22	11.6	35.0	1.6
51	19.61	-0.46	11.7	36.0	-0.8
52	19.61	-6.79	11.4	35.0	-0.0
53	19.61	1.54	11.0	35.0	-0.0
54	19.61	83.45	11.1	36.0	-0.8
Intensite	-0.56
33	24.56	0.75	11.6	35.0	-1.6
34	24.56	2.42	11.7	38.0	-1.6
35	24.56	1.71	11.7	37.0	1.6
36	24.56	4.55	11.8	38.0	-0.8
37	24.56	-21.32	12.1	38.0	-0.0
41	24.56	-3.54	11.5	37.0	-15.6
42	24.56	-0.95	11.6	35.0	7.0
43	24.56	7.34	11.4	35.0	-2.3
44	24.56	89.69	11.6	35.0	-3.1
51	24.56	-0.55	11.7	36.0	-1.6
52	24.56	-6.79	11.4	35.0	-0.0
53	24.56	1.54	11.0	35.0	-0.0
54	24.56	83.45	11.1	36.0	-0.8
Intensite	rate
33	2.76	5.85	11.4	35.0	0.0
34	2.76	2.33	11.5	38.0	-0.0
35	2.76	4.88	11.6	37.0	-0.0
36	2.76	3.67	11.7	38.0	0.8
37	2.76	-21.32	12.0	38.0	-0.8
41	2.76	-2.31	11.4	38.0	0.0
42	2.76	-2.0	11.5	35.0	-0.0
43	2.76	7.43	11.3	35.0	-0.0
44	2.76	90.4	11.5	35.0	0.0
51	2.76	-0.46	11.6	36.0	-0.0
52	2.76	-3.54	11.3	35.0	-0.0
53	2.76	1.45	11.0	36.0	-0.0
54	2.76	83.45	11.1	36.0	-0.0
Intensite	-0.56
33	6.86	5.85	11.4	35.0	0.0
34	6.86	2.24	11.5	38.0	-0.0
35	6.86	4.88	11.6	37.0	-0.0
36	6.86	3.67	11.7	38.0	0.0
