06/03/2017 10:07:02	
ID	posit.	U	temp.	couple
56	13.64	7.4	26.0	0.0
06/03/2017 10:12:03	
ID	posit.	U	temp.	couple
11	0.66	11.6	33.0	0.0
12	-14.2	11.8	32.0	-0.0
13	17.47	11.5	30.0	0.0
14	11.3	11.7	31.0	0.0
15	4.88	11.8	35.0	0.0
21	2.24	11.7	36.0	0.0
22	-2.77	11.7	41.0	-0.0
23	27.3	11.7	31.0	-0.0
24	-1.19	11.6	32.0	-0.0
25	14.81	11.3	33.0	-0.0
31	19.82	11.2	34.0	-0.0
32	-1.8	11.3	33.0	-0.0
33	-8.04	11.3	33.0	0.0
34	4.62	11.5	35.0	-0.0
35	5.67	11.5	35.0	-0.0
36	4.84	11.7	37.0	0.0
37	-19.56	12.0	39.0	-0.0
41	0.68	11.4	34.0	0.0
42	-0.15	11.5	33.0	-0.0
43	-0.92	11.3	34.0	-0.0
44	1.19	11.4	33.0	0.0
51	-2.48	11.6	33.0	-0.0
52	-5.21	11.3	33.0	-0.0
53	-0.13	11.4	34.0	-0.0
54	2.77	11.5	35.0	-0.0
45	7.77	7.4	26.0	-0.0
46	4.25	7.4	26.0	0.0
55	-9.24	7.4	26.0	0.0
56	13.64	7.4	26.0	0.0
06/03/2017 10:13:03	
ID	posit.	U	temp.	couple
11	0.57	11.6	33.0	0.0
12	-14.2	11.8	33.0	-0.0
13	17.47	11.5	31.0	0.0
14	11.3	11.7	32.0	0.0
15	4.88	11.8	35.0	0.0
21	2.33	11.7	36.0	0.0
22	-2.77	11.8	41.0	-0.0
23	27.3	11.7	32.0	-0.0
24	-1.19	11.6	32.0	-0.0
25	14.81	11.3	34.0	-0.0
31	19.82	11.2	34.0	-0.0
32	-1.71	11.3	34.0	-0.0
33	-8.04	11.3	34.0	0.0
34	4.62	11.5	35.0	-0.0
35	5.67	11.5	35.0	-0.0
36	4.84	11.7	37.0	0.0
37	-19.56	12.0	40.0	-0.0
41	0.68	11.4	34.0	0.0
42	-0.15	11.5	33.0	-0.0
43	-1.01	11.3	34.0	-0.0
44	1.19	11.4	33.0	0.0
51	-2.48	11.6	34.0	-0.0
52	-5.21	11.3	33.0	-0.0
53	-0.13	11.4	34.0	-0.0
54	2.77	11.5	35.0	-0.0
45	7.77	7.4	26.0	-0.0
46	3.96	7.4	26.0	0.0
55	-9.24	7.4	26.0	0.0
56	13.64	7.4	26.0	0.0
06/03/2017 10:14:03	
ID	posit.	U	temp.	couple
11	0.66	11.6	33.0	0.0
12	-14.29	11.8	33.0	-0.0
13	17.56	11.5	31.0	0.0
14	11.3	11.7	32.0	0.0
15	4.88	11.8	36.0	0.0
21	2.33	11.7	36.0	0.0
22	-2.77	11.8	41.0	-0.0
23	27.21	11.7	32.0	-0.0
24	-1.19	11.6	32.0	-0.0
25	14.81	11.3	34.0	-0.0
31	19.82	11.3	34.0	-0.0
32	-1.71	11.3	34.0	-0.0
33	-8.04	11.3	34.0	0.0
34	4.62	11.5	36.0	-0.0
35	5.67	11.5	35.0	-0.0
36	4.84	11.7	37.0	0.0
37	-19.56	11.8	40.0	-0.0
41	0.68	11.4	35.0	0.0
42	-0.15	11.5	34.0	-0.0
43	-0.92	11.3	34.0	-0.0
44	1.19	11.4	34.0	0.0
51	-2.48	11.6	34.0	-0.0
52	-5.21	11.3	33.0	-0.0
53	-0.13	11.4	34.0	-0.0
54	2.77	11.5	35.0	-0.0
45	7.77	7.4	26.0	-0.0
46	4.25	7.4	26.0	0.0
55	-9.24	7.4	26.0	0.0
56	13.64	7.5	26.0	0.0
06/03/2017 10:15:03	
ID	posit.	U	temp.	couple
11	0.66	11.6	34.0	0.0
12	-14.2	11.8	33.0	-0.0
13	17.56	11.5	31.0	0.0
14	11.3	11.7	32.0	0.0
15	4.88	11.8	36.0	0.0
21	2.33	11.7	37.0	0.0
22	-2.77	11.8	42.0	-0.0
23	27.21	11.7	32.0	-0.0
24	-1.19	11.6	32.0	-0.0
25	14.81	11.3	34.0	-0.0
31	19.82	11.2	34.0	-0.0
32	-1.71	11.3	34.0	-0.0
33	-8.04	11.3	34.0	0.0
34	4.62	11.5	36.0	-0.0
35	5.67	11.5	36.0	-0.0
36	4.84	11.7	37.0	0.0
37	-19.85	11.8	40.0	-0.0
41	0.68	11.4	35.0	0.0
42	-0.15	11.5	34.0	-0.0
43	-1.01	11.3	34.0	-0.0
44	1.19	11.4	34.0	0.0
51	-2.48	11.6	34.0	-0.0
52	-5.21	11.3	33.0	-0.0
53	-0.13	11.4	35.0	-0.0
54	2.86	11.5	36.0	-0.0
45	7.77	7.4	26.0	-0.0
46	4.25	7.4	26.0	0.0
55	-9.24	7.4	26.0	0.0
56	13.64	7.4	26.0	0.0
06/03/2017 10:16:03	
ID	posit.	U	temp.	couple
11	0.66	11.6	34.0	0.0
12	-14.2	11.8	33.0	-0.0
13	17.47	11.5	31.0	0.0
14	11.3	11.7	32.0	0.0
15	4.88	11.8	36.0	0.0
21	2.24	11.7	37.0	0.0
22	-2.86	11.7	42.0	-0.0
23	27.3	11.7	32.0	-0.0
24	-1.19	11.6	32.0	-0.0
25	14.81	11.3	35.0	-0.0
31	19.82	11.3	35.0	-0.0
32	-1.71	11.3	34.0	-0.0
33	-8.04	11.3	34.0	0.0
34	4.62	11.5	38.0	-0.0
35	5.67	11.5	36.0	-0.0
36	4.84	11.7	37.0	0.0
37	-19.56	12.0	40.0	-0.0
41	0.68	11.4	35.0	0.0
42	-0.15	11.5	34.0	-0.0
43	-0.92	11.3	34.0	-0.0
44	1.19	11.4	34.0	0.0
51	-2.48	11.6	34.0	-0.0
52	-5.21	11.3	34.0	-0.0
53	-0.13	11.4	35.0	-0.0
54	2.77	11.5	36.0	-0.0
45	7.77	7.4	26.0	-0.0
46	4.25	7.4	26.0	0.0
55	-9.24	7.4	26.0	0.0
56	13.64	7.4	27.0	0.8
06/03/2017 10:17:03	
ID	posit.	U	temp.	couple
11	0.66	11.6	34.0	0.0
12	-14.29	11.8	34.0	-0.0
13	17.56	11.6	31.0	0.0
14	11.3	11.7	32.0	0.0
15	4.88	11.8	37.0	0.0
21	2.24	11.7	37.0	0.0
22	-2.86	11.7	42.0	-0.0
23	27.3	11.7	32.0	-0.0
24	-1.19	11.6	32.0	-0.0
25	14.81	11.3	35.0	-0.0
31	19.82	11.3	35.0	-0.0
32	-1.71	11.3	35.0	-0.0
33	-8.04	11.3	35.0	0.0
34	4.62	11.5	37.0	-0.0
35	5.67	11.5	36.0	-0.0
36	4.84	11.7	37.0	0.0
37	-19.56	12.0	40.0	-0.0
41	0.68	11.5	35.0	0.0
42	-0.15	11.5	34.0	-0.0
43	-0.92	11.3	35.0	-0.0
44	1.19	11.4	34.0	0.0
51	-2.48	11.6	35.0	-0.0
52	-5.3	11.3	34.0	-0.0
53	-0.13	11.4	35.0	-0.0
54	2.77	11.5	36.0	-0.0
45	7.77	7.4	26.0	-0.0
46	3.96	7.4	26.0	0.0
55	-9.24	7.4	26.0	0.0
56	13.64	7.4	27.0	0.0
06/03/2017 10:18:03	
ID	posit.	U	temp.	couple
11	0.66	11.6	34.0	0.0
12	-14.2	11.8	34.0	-0.0
13	17.56	11.5	31.0	0.0
14	11.3	11.7	32.0	0.0
15	4.88	11.8	37.0	0.0
21	2.24	11.7	37.0	0.0
22	-2.86	11.8	42.0	-0.0
23	27.21	11.7	32.0	-0.0
24	-1.19	11.6	32.0	-0.0
25	14.81	11.3	35.0	-0.0
31	19.82	11.3	35.0	-0.0
32	-1.71	11.3	35.0	-0.0
33	-8.04	11.3	35.0	0.0
34	4.62	11.5	37.0	-0.0
35	5.67	11.5	37.0	-0.0
36	5.13	11.7	38.0	0.0
37	-18.97	12.0	40.0	-0.0
41	0.68	11.4	35.0	0.0
42	-0.15	11.5	34.0	-0.0
43	-0.92	11.3	35.0	-0.0
44	1.19	11.4	35.0	0.0
51	-2.48	11.6	35.0	-0.0
52	-5.21	11.3	34.0	-0.0
53	-0.13	11.4	35.0	-0.0
54	2.77	11.5	36.0	-0.0
45	7.77	7.4	27.0	-0.0
46	4.25	7.4	26.0	-0.8
55	-9.24	7.4	26.0	0.0
56	13.64	7.4	27.0	0.0
06/03/2017 10:19:04	
ID	posit.	U	temp.	couple
11	0.66	11.6	35.0	0.0
12	-14.2	11.8	34.0	-0.0
13	17.47	11.6	32.0	0.0
14	11.3	11.7	32.0	0.0
15	4.88	11.8	37.0	0.0
21	2.24	11.7	37.0	0.0
22	-2.86	11.8	43.0	-0.0
23	27.3	11.7	32.0	-0.0
24	-1.19	11.6	33.0	-0.0
25	14.81	11.3	35.0	-0.0
31	19.82	11.3	35.0	-0.0
32	-1.71	11.3	35.0	-0.0
33	-8.04	11.3	35.0	0.0
34	4.62	11.5	37.0	-0.0
35	5.67	11.5	37.0	-0.0
36	4.84	11.7	38.0	0.0
37	-19.56	11.8	40.0	-0.0
41	0.77	11.4	36.0	0.0
42	-0.15	11.5	35.0	-0.0
43	-0.92	11.3	35.0	-0.0
44	1.19	11.4	35.0	0.0
51	-2.48	11.6	35.0	-0.0
52	-5.21	11.3	34.0	-0.0
53	-0.13	11.4	36.0	-0.0
54	2.77	11.5	37.0	-0.0
45	7.77	7.4	27.0	0.8
46	3.96	7.4	26.0	0.0
55	-9.24	7.4	26.0	0.0
56	13.64	7.4	27.0	0.0
06/03/2017 10:20:04	
ID	posit.	U	temp.	couple
11	0.66	11.6	35.0	0.0
12	-14.2	11.8	34.0	-0.0
13	17.56	11.6	32.0	0.0
14	11.3	11.7	32.0	0.0
15	4.88	11.8	37.0	0.0
21	2.24	11.7	37.0	0.0
22	-2.86	11.8	43.0	-0.0
23	27.3	11.7	32.0	-0.0
24	-1.19	11.6	33.0	-0.0
25	14.81	11.3	35.0	-0.0
31	19.82	11.3	36.0	-0.0
32	-1.71	11.3	35.0	-0.0
33	-8.04	11.3	35.0	0.0
34	4.62	11.5	37.0	-0.0
35	5.67	11.5	37.0	-0.0
36	4.84	11.7	38.0	0.0
37	-19.56	12.0	41.0	-0.0
41	0.68	11.5	36.0	0.0
42	-0.15	11.5	35.0	-0.0
43	-1.01	11.3	35.0	-0.0
44	1.27	11.4	35.0	0.0
51	-2.48	11.6	35.0	-0.0
52	-5.21	11.3	34.0	-0.0
53	-0.22	11.4	36.0	-0.0
54	2.77	11.5	37.0	-0.0
45	7.77	7.4	27.0	-0.0
46	4.25	7.4	26.0	0.0
55	-9.24	7.4	26.0	0.0
56	13.64	7.5	27.0	0.0
06/03/2017 10:21:04	
ID	posit.	U	temp.	couple
11	0.66	11.6	37.0	0.0
12	-14.2	11.8	34.0	-0.0
13	17.47	11.5	32.0	0.0
14	11.3	11.7	32.0	0.0
15	4.88	11.8	37.0	0.0
21	2.24	11.7	37.0	0.0
22	-2.86	11.8	43.0	-0.0
23	27.3	11.7	33.0	-0.0
24	-1.19	11.6	33.0	-0.0
25	14.81	11.3	36.0	-0.0
31	19.82	11.3	36.0	-0.0
32	-1.71	11.3	35.0	-0.0
33	-8.04	11.3	35.0	0.0
34	4.62	11.5	37.0	-0.0
35	5.76	11.5	37.0	-0.0
36	4.84	11.7	38.0	0.0
37	-19.56	12.0	41.0	-0.0
41	0.68	11.4	36.0	0.0
42	-0.24	11.5	35.0	-0.0
43	-0.92	11.3	35.0	-0.0
44	1.19	11.4	35.0	0.0
51	-2.48	11.6	35.0	-0.0
52	-5.21	11.3	35.0	-0.0
53	-0.22	11.4	36.0	-0.0
54	2.77	11.5	37.0	-0.0
45	7.77	7.4	27.0	-0.0
46	3.96	7.4	26.0	0.8
55	-9.24	7.4	26.0	0.0
56	13.64	7.4	27.0	0.0
06/03/2017 10:22:04	
ID	posit.	U	temp.	couple
11	0.66	11.6	35.0	0.0
12	-14.2	11.8	34.0	-0.0
13	17.56	11.5	32.0	0.0
14	11.3	11.7	32.0	0.0
15	4.88	11.8	37.0	0.0
21	2.33	11.7	38.0	0.0
22	-2.77	11.8	43.0	-0.0
23	27.3	11.7	33.0	-0.0
24	-1.19	11.6	33.0	-0.0
25	14.81	11.3	36.0	-0.0
31	19.82	11.3	36.0	-0.0
32	-1.71	11.3	36.0	-0.0
33	-8.04	11.3	36.0	0.0
34	4.62	11.5	38.0	-0.0
35	5.76	11.5	37.0	-0.0
36	4.84	11.7	39.0	0.0
37	-19.56	11.8	41.0	-0.0
41	0.68	11.4	36.0	0.0
42	-0.15	11.5	35.0	-0.0
43	-1.01	11.3	36.0	-0.0
44	1.19	11.4	35.0	0.0
51	-2.48	11.6	36.0	-0.0
52	-5.21	11.3	35.0	-0.0
53	-0.22	11.4	36.0	-0.0
54	2.77	11.5	37.0	-0.0
45	7.77	7.4	27.0	-0.0
46	4.25	7.4	26.0	0.0
55	-9.24	7.5	26.0	0.0
56	13.64	7.4	27.0	0.0
06/03/2017 10:23:04	
ID	posit.	U	temp.	couple
11	0.66	11.6	35.0	0.0
12	-14.2	11.8	34.0	-0.0
13	17.47	11.5	32.0	0.0
14	11.3	11.7	33.0	0.0
15	4.88	11.8	37.0	0.0
21	2.24	11.7	38.0	0.0
22	-2.77	11.7	43.0	-0.0
23	27.3	11.7	33.0	-0.0
24	-1.19	11.6	33.0	-0.0
25	14.81	11.3	36.0	-0.0
31	19.82	11.3	36.0	-0.0
32	-1.71	11.3	36.0	-0.0
33	-8.04	11.3	36.0	0.0
34	4.62	11.5	38.0	-0.0
35	5.67	11.5	38.0	-0.0
36	4.84	11.7	39.0	0.0
37	-19.56	12.0	41.0	-0.0
41	0.68	11.4	36.0	0.0
42	-0.15	11.5	35.0	-0.0
43	-1.01	11.3	36.0	-0.0
44	1.19	11.4	35.0	0.0
51	-2.48	11.6	36.0	-0.0
52	-5.21	11.3	35.0	-0.0
53	-0.13	11.4	36.0	-0.0
54	2.77	11.5	37.0	-0.0
45	7.77	7.4	27.0	-0.0
46	3.96	7.4	26.0	0.0
55	-9.24	7.5	26.0	0.0
56	13.64	7.4	27.0	-0.8
06/03/2017 10:24:04	
ID	posit.	U	temp.	couple
11	0.66	11.6	35.0	0.0
12	-14.2	11.8	35.0	-0.0
13	17.47	11.6	32.0	0.0
14	11.3	11.7	33.0	0.0
15	4.88	11.8	38.0	0.0
21	2.33	11.7	38.0	0.0
22	-2.86	11.8	44.0	-0.0
23	27.3	11.7	33.0	-0.0
24	-1.27	11.6	33.0	-0.0
25	14.81	11.3	36.0	-0.0
31	19.82	11.3	37.0	-0.0
32	-1.71	11.3	36.0	-0.0
33	-8.04	11.3	36.0	0.0
34	4.62	11.5	38.0	-0.0
35	5.76	11.5	38.0	-0.0
36	4.84	11.7	39.0	0.0
37	-19.56	11.8	41.0	-0.0
41	0.68	11.4	36.0	0.0
42	-0.15	11.5	35.0	-0.0
43	-1.01	11.3	36.0	-0.0
44	1.19	11.4	36.0	0.0
51	-2.48	11.6	36.0	-0.0
52	-5.21	11.3	35.0	-0.0
53	-0.13	11.4	36.0	-0.0
54	2.77	11.5	37.0	-0.0
45	7.77	7.4	27.0	-0.0
46	4.25	7.4	27.0	0.8
55	-9.24	7.4	26.0	0.0
56	13.64	7.5	27.0	0.0
06/03/2017 10:25:04	
ID	posit.	U	temp.	couple
11	0.66	11.6	36.0	0.0
12	-14.2	11.8	35.0	-0.0
13	17.47	11.5	32.0	0.0
14	11.3	11.7	33.0	0.0
15	4.88	11.8	38.0	0.0
21	2.24	11.7	38.0	0.0
22	-2.86	11.8	44.0	-0.0
23	27.3	11.7	33.0	-0.0
24	-1.19	11.6	33.0	-0.0
25	14.81	11.3	36.0	-0.0
31	19.82	11.3	37.0	-0.0
32	-1.71	11.3	36.0	-0.0
33	-8.04	11.3	36.0	0.0
34	4.62	11.5	38.0	-0.0
35	5.67	11.5	38.0	-0.0
36	4.84	11.7	39.0	0.0
37	-19.56	12.0	41.0	-0.0
41	0.68	11.4	37.0	0.0
42	-0.15	11.5	36.0	-0.0
43	-0.92	11.3	36.0	-0.0
44	1.19	11.4	36.0	0.0
51	-2.48	11.6	36.0	-0.0
52	-5.21	11.3	35.0	-0.0
53	-0.13	11.4	37.0	-0.0
54	2.77	11.5	37.0	-0.0
45	7.77	7.4	27.0	-0.0
46	4.25	7.4	27.0	0.0
55	-9.24	7.5	26.0	0.0
56	13.93	7.4	27.0	0.0
06/03/2017 10:26:05	
ID	posit.	U	temp.	couple
11	0.66	11.6	36.0	0.0
12	-14.2	11.8	35.0	-0.0
13	17.56	11.5	32.0	0.0
14	11.3	11.7	33.0	0.0
15	4.88	11.8	38.0	0.0
21	2.24	11.7	38.0	0.0
22	-2.86	11.8	44.0	-0.0
23	27.3	11.7	33.0	-0.0
24	-1.19	11.6	33.0	-0.0
25	14.81	11.3	37.0	-0.0
31	19.82	11.3	37.0	-0.0
32	-1.71	11.3	36.0	-0.0
33	-8.04	11.3	36.0	0.0
34	4.62	11.5	38.0	-0.0
35	5.67	11.5	38.0	-0.0
36	4.84	11.7	39.0	0.0
37	-19.56	12.0	41.0	-0.0
41	0.68	11.4	37.0	0.0
42	-0.15	11.5	36.0	-0.0
43	-0.92	11.3	36.0	-0.0
44	1.19	11.4	36.0	0.0
51	-2.48	11.6	36.0	-0.0
52	-5.3	11.3	35.0	-0.0
53	-0.13	11.4	37.0	-0.0
54	2.77	11.5	37.0	-0.0
45	7.77	7.4	27.0	-0.0
46	4.25	7.4	27.0	0.0
55	-9.24	7.5	26.0	0.0
56	13.64	7.4	27.0	0.0
06/03/2017 13:14:01	
ID	posit.	U	temp.	couple
11	0.57	11.6	24.0	0.0
12	-14.2	11.8	24.0	-0.0
13	17.56	11.6	24.0	0.0
14	11.3	11.7	23.0	0.0
15	4.88	11.8	21.0	0.0
21	2.24	11.7	24.0	0.0
22	-2.77	11.7	25.0	-0.0
23	27.3	11.7	23.0	-0.0
24	-1.19	11.6	23.0	-0.0
25	14.81	11.3	23.0	-0.0
31	19.82	11.3	25.0	-0.0
32	-1.71	11.4	24.0	-0.0
33	-8.13	11.4	25.0	0.0
34	4.53	11.5	24.0	-0.0
35	5.67	11.6	24.0	-0.0
36	4.84	11.7	28.0	0.0
37	-19.56	11.8	28.0	-0.0
41	0.77	11.5	25.0	0.0
42	-0.15	11.5	24.0	-0.0
43	-0.92	11.3	24.0	-0.0
44	1.19	11.4	24.0	0.0
51	-2.4	11.6	24.0	-0.0
52	-5.21	11.3	25.0	-0.0
53	-0.13	11.4	25.0	-0.0
54	2.86	11.5	24.0	-0.0
45	7.77	7.4	24.0	-0.0
46	3.96	7.4	23.0	0.0
55	-9.24	7.4	23.0	0.0
56	13.64	7.5	24.0	0.0
06/03/2017 13:15:01	
ID	posit.	U	temp.	couple
11	0.57	11.6	26.0	0.0
12	-14.2	11.8	25.0	-0.0
13	17.56	11.5	25.0	0.0
14	11.3	11.7	25.0	0.0
15	4.88	11.8	24.0	0.0
21	2.24	11.7	26.0	0.0
22	-2.77	11.7	29.0	-0.0
23	27.21	11.7	25.0	-0.0
24	-1.19	11.6	25.0	-0.0
25	14.81	11.3	25.0	-0.0
31	19.82	11.3	26.0	-0.0
32	-1.71	11.4	26.0	-0.0
33	-8.04	11.4	27.0	0.0
34	4.53	11.5	26.0	-0.0
35	5.67	11.5	26.0	-0.0
36	4.84	11.7	30.0	0.8
37	-19.56	11.8	29.0	-0.0
41	0.77	11.4	27.0	0.0
42	-0.15	11.5	26.0	-0.0
43	-0.92	11.3	26.0	-0.0
44	1.19	11.4	26.0	0.0
51	-2.4	11.6	26.0	-0.0
52	-5.21	11.3	26.0	-0.0
53	-0.22	11.4	26.0	-0.0
54	2.86	11.5	26.0	-0.0
45	7.77	7.4	24.0	-0.0
46	4.25	7.4	24.0	-0.8
55	-9.24	7.4	23.0	0.0
56	13.93	7.5	24.0	0.0
06/03/2017 13:16:01	
ID	posit.	U	temp.	couple
11	0.57	11.6	26.0	0.0
12	-14.2	11.8	27.0	-0.0
13	17.47	11.6	26.0	0.0
14	11.3	11.7	26.0	0.0
15	4.88	11.8	26.0	0.0
21	2.24	11.7	28.0	0.0
22	-2.77	11.7	31.0	-0.0
23	27.3	11.7	26.0	-0.0
24	-1.19	11.6	26.0	-0.0
25	14.81	11.3	27.0	-0.0
31	19.82	11.3	28.0	-0.0
32	-1.71	11.4	28.0	-0.0
33	-8.04	11.4	28.0	0.0
34	4.53	11.5	27.0	-0.0
35	5.67	11.5	27.0	-0.0
36	4.84	11.7	31.0	0.0
37	-19.56	11.8	31.0	-0.0
41	0.68	11.5	28.0	0.0
42	-0.15	11.5	28.0	-0.0
43	-0.92	11.3	28.0	-0.0
44	1.19	11.4	28.0	0.0
51	-2.48	11.6	27.0	-0.0
52	-5.21	11.3	28.0	-0.0
53	-0.13	11.4	28.0	-0.0
54	2.77	11.5	28.0	-0.0
45	7.77	7.4	24.0	-0.0
46	4.25	7.4	24.0	-0.8
55	-9.24	7.4	24.0	0.0
56	13.64	7.5	24.0	0.0
06/03/2017 13:17:01	
ID	posit.	U	temp.	couple
11	0.57	11.6	28.0	0.0
12	-14.2	11.8	28.0	-0.0
13	17.47	11.5	27.0	0.0
14	11.3	11.7	27.0	0.0
15	4.88	11.8	28.0	0.0
21	2.24	11.7	29.0	0.0
22	-2.77	11.7	33.0	-0.0
23	27.21	11.7	27.0	-0.0
24	-1.19	11.6	27.0	-0.0
25	14.81	11.3	28.0	-0.0
31	19.82	11.3	29.0	-0.0
32	-1.71	11.4	29.0	-0.0
33	-8.04	11.4	29.0	0.0
34	4.53	11.5	29.0	-0.0
35	5.67	11.5	29.0	-0.0
36	4.84	11.7	32.0	0.0
37	-18.97	11.8	31.0	-0.0
41	0.68	11.4	29.0	0.0
42	-0.15	11.5	29.0	-0.0
43	-0.92	11.3	29.0	-0.0
44	1.19	11.4	27.0	0.0
51	-2.48	11.6	29.0	-0.0
52	-5.21	11.3	29.0	-0.0
53	-0.22	11.4	29.0	-0.0
54	2.77	11.5	29.0	-0.0
45	7.77	7.4	24.0	-0.0
46	4.25	7.4	24.0	0.0
55	-9.24	7.4	24.0	0.0
56	13.64	7.5	25.0	0.8
06/03/2017 13:18:01	
